Ship By,WO #,Combo #,Customer,Part,Description,Operation Sequence,Formula (Text),Operation Name,Manufacturing Work Center,Manufacturing Cost Template,Remaining Quantity,Completed Quantity,WO Quantity,Qty Completed,Status,1 to 1 Initiating Order,Machine,Hours Remaining
6/11/2026,12110521270WO,,Toro Company : The Toro Company,164-0564-1700,Engine [BRIGGS 450 LAWNBOY] Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,192,,192,0,Released,,,.6
6/11/2026,12110521271WO,,Toro Company : The Toro Company,164-0563-1700,"Bumper, Lawnboy Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,192,,192,0,In Process,,,.4
6/18/2026,12110521305WO,,Toro Company,147-9420-1700,"Danger, Cut Finger [SNOW] Decal RevA",4,Scoring,Back slitting parts,Scoring,410-scoring,10000,,10000,0,In Process,,,.8
6/30/2026,12110521306WO,,Toro Company,161-6283-1700,TC Havoc [SEAT] Decal RevA,4,Scoring,Back slitting parts,Scoring,410-scoring,3900,,3900,0,Released,,,.5
6/30/2026,12110521307WO,,Toro Company,161-6284-1700,TC Havoc [MAX] Decal RevA,4,Scoring,Back slitting parts,Scoring,410-scoring,2800,,2800,0,Released,,,.4
6/23/2026,12110521345WO,,"Endries International, Inc.",74477-1548,DECAL - CAUTION,4,Scoring,Back slitting parts.,Scoring,410-scoring,540,,540,0,In Process,Sales Order #13657633DM,,.5
6/23/2026,12110521346WO,,"Endries International, Inc.",07477-1548,SCALE - FEEDGATE OPENING,4,Scoring,Back slitting parts.,Scoring,410-scoring,120,,120,0,In Process,Sales Order #13657633DM,,.1
6/23/2026,12110521348WO,,"Endries International, Inc.",52371-1548,"DECAL - WARNING, STAY CLEAR",4,Scoring,Back slitting parts.,Scoring,410-scoring,150,,150,0,In Process,Sales Order #13657633DM,,.5
6/24/2026,12110521362WO,,LAARS Heating Systems Company DBA Electro Industries,UAI032-Rev1-1473,Decal HeatChoice Heater Status w/FRENCH RevG,2,Scoring,Score front of plates for applying. Strip scored area. Score applied mat for application.,Scoring,100-scoreapply,114,,114,0,In Process,Sales Order #13657529DM,,.8
6/24/2026,12110521362WO,,LAARS Heating Systems Company DBA Electro Industries,UAI032-Rev1-1473,Decal HeatChoice Heater Status w/FRENCH RevG,4,Scoring,Back slitting parts,Scoring,410-scoring,114,,114,0,In Process,Sales Order #13657529DM,,.2
6/25/2026,12110521363WO,,"JLG Industries, Inc. : JLG Warehouse 4",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",5,Scoring,scoring-,Scoring,410-scoring,5,,5,0,Released,Sales Order #13657846DM,,.2
6/18/2026,12110521481WO,,Genie Industries,1283810GT-1001,DECAL Smart Link PROP LIFT STD GR/GS/UI Rev B TRX1283810 SAP#: 1000227315,6,Scoring,Score SA for Applying,Scoring,410-scoring,3000,,3000,0,In Process,,,2.2
6/24/2026,12110521634WO,,Schwing Bioset Inc.,30368994-1728,Decal - Bypass load - ANSI Z535-vert.,2,Scoring,"Score front of plates for apply, Strip scored area, Score applied material for appl.",Scoring,100-scoreapply,12,,12,0,Released,Sales Order #13657889DM,,.6
6/24/2026,12110521634WO,,Schwing Bioset Inc.,30368994-1728,Decal - Bypass load - ANSI Z535-vert.,5,Scoring,Back slitting parts.,Scoring,410-scoring,12,,12,0,Released,Sales Order #13657889DM,,.3
6/19/2026,12110521645WO,,Tarter USA,4000385-1259,Tarter Jumbo Black Label,3,Scoring,Back slitting parts,Scoring,410-scoring,3067,,3067,0,In Process,,,.9
6/29/2026,12110521657WO,,Genie Industries : Terex Global GmbH - Monterrey,1330666GT-1001,"DECAL, COSMETIC, GTH-1056, PARALLELOGRAM, ENGINE SIDE, 2290 X 526 MM",4,Scoring,hand score,Scoring,565-scoreindv,63,,63,0,Released,Sales Order #13657479DM,,.8
6/29/2026,12110521659WO,,"Benchmark Electronics Phoenix, Inc. : Benchmark Electronics (Suzhou) Co Ltd",1283812GT-1001,1283812GT-1002 DECAL Smart Link Rev B TRX1283812 SAP#: 1000247144,5,Scoring,SCOREFRONT-,Scoring,100-scoreapply,240,,240,0,Released,Sales Order #13657733DM,,.2
6/30/2026,12110521663WO,,Amphenol Cable and Interconnect Tech,A015-0542-1513,CPL290 overlay,2,Scoring,Score front of plates for applying. Strip scored area. Score applied mat for application.,Scoring,100-scoreapply,780,,780,0,Released,Sales Order #13657609DM,,1.3
6/30/2026,12110521663WO,,Amphenol Cable and Interconnect Tech,A015-0542-1513,CPL290 overlay,7,Scoring,Back slitting parts,Scoring,410-scoring,780,,780,0,Released,Sales Order #13657609DM,,.5
7/1/2026,12110521725WO,,"JLG Industries, Inc. : JLG Warehouse 222",1001108493-1334,"DECAL, LEGEND (PLF) (450A,450AJ,510AJ,600A,600S)",4,Scoring,scoring-,Scoring,410-scoring,950,,950,0,Released,Sales Order #13657315DM,,.2
7/1/2026,12110521726WO,,Syntegon : Syntegon Packaging Technology Inc.,8-170-029-293-1689,"LABEL- MIH PORT POWER, ADJ LVL Rev 00",4,Scoring,scoring-,Scoring,410-scoring,192,,192,0,Released,Sales Order #13657736DM,,.4
7/1/2026,12110521792WO,,Syntegon : Syntegon Packaging Technology Inc.,8-110-998-436-1689,DECAL-DISTILLED WATER ONLY,3,Scoring,scoring-,Scoring,410-scoring,294,,294,0,In Process,Sales Order #13657743DM,,.7
6/24/2026,12110521807WO,,LAARS Heating Systems Company DBA Electro Industries,UAI853-Rev3-1473,CIRC PUMP ORANGE WIRES DECAL,4,Scoring,scoring-,Scoring,410-scoring,640,,640,0,Released,Sales Order #13657529DM,,.4
6/10/2026,12110521819WO,,Toro Company,163-7570-Rev1-1700,"Compliance, ROPS Decal Rev2",3,Scoring,Scoring,Scoring,410-scoring,288,,288,0,Released,,,.6
6/15/2026,12110521833WO,,Toro Company,145-5601-1700,Personal Pace Decal RevA,4,Scoring,Back slitting parts,Scoring,410-scoring,35000,,35000,0,In Process,,,2.5
6/15/2026,12110521839WO,,Toro Company,140-4186-1700,AWD Air Intake Decal RevB,3,Scoring,Back slitting parts,Scoring,410-scoring,17200,,17200,0,In Process,,,1
6/25/2026,12110521841WO,,Toro Company,133-8061-1700,"Prop 65, Short, Generic Decal RevA",3,Scoring,Scoring,Scoring,410-scoring,62400,,62400,0,Released,,,1.2
6/15/2026,12110521843WO,,Toro Company,148-0467-1700,"Console, Keyswitch Decal RevA",4,Scoring,Back slitting parts,Scoring,410-scoring,540,,540,0,Released,,,.4
6/15/2026,12110521845WO,,Toro Company,139-2388-1700,Smart Speed Decal RevA,4,Scoring,Back slitting parts,Scoring,410-scoring,8800,,8800,0,In Process,,,.7
7/1/2026,12110521866WO,,Viking Drill & Tool,V0011 NORSEMAN LABEL-1720,1/4-1 LABEL,4,Scoring,Back slitting parts,Scoring,410-scoring,2647,,2647,0,Released,Sales Order #13657943DM,,1
7/1/2026,12110521871WO,,"Power Systems, LLC",PS-00872-ELB-01-1652,Cimline MACRO Remote Label RevA,3,Scoring,scoring-,Scoring,410-scoring,27,,27,0,Released,Sales Order #13658000DM,,.4
7/1/2026,12110521873WO,,"Power Systems, LLC",PS-EA1507-L5 RevC-1652,Macro Remote Label,4,Scoring,Back slitting parts,Scoring,410-scoring,53,,53,0,Released,Sales Order #13658000DM,,.4
6/12/2026,12110521874WO,,Toro Company,163-9623-1700,"Emissions, EPA 2026 TORO Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,720,,720,0,Released,,,.3
7/6/2026,12110521917WO,,Toro Company,161-5428-1700,"Reflector, Rear(3M PART#983-72) RevA",3,Scoring,Scoring,Scoring,410-scoring,1404,,1404,0,Released,,,.5
6/25/2026,12110521956WO,,Taylor Corporation,99681-STK en (25/141) 1up-1732,QUESTION OR SERVICE STK,4,Scoring,scoring-,Scoring,410-scoring,9936,,9936,0,Released,Sales Order #13658036DM,,1.8
6/25/2026,12110521960WO,,Taylor Corporation,EQ90718 (18/274)-1732,SUMA DIVERPAK OP-P6-ZERO PHOSO,3,Scoring,Back slitting parts,Scoring,410-scoring,50,,50,0,Released,Sales Order #13658036DM,,.1
6/25/2026,12110521961WO,,Taylor Corporation,EQ90728 (18/270)-1732,TIMEMIZER DECRASER/SANITIZER,3,Scoring,Back slitting parts,Scoring,410-scoring,30,,30,0,Released,Sales Order #13658036DM,,.2
7/2/2026,12110522072WO,,Wagner Spray Tech Corporation,2430092-1472,"LABEL, CONTROL PANEL, NG410 RevB",4,Scoring,Back slitting parts.,Scoring,410-scoring,2199,,2199,0,Released,Sales Order #13657683DM,,.4
7/2/2026,12110522073WO,,Wagner Spray Tech Corporation,2431393-1472,"LABEL, LOGO, FRONT, IMPACT x 410",4,Scoring,scoring-,Scoring,410-scoring,1680,,1680,0,Released,Sales Order #13657683DM,,.3
7/2/2026,12110522074WO,,Wagner Spray Tech Corporation,2468880-RevA-1722,"LABEL, FEATURES/QR, X 115",4,Scoring,Back slitting parts,Scoring,410-scoring,390,,390,0,Released,Sales Order #13658043DM,,.3
7/2/2026,12110522075WO,,Wagner Spray Tech Corporation,2440358-1722,"LABEL, CAPSPRAY, X115",4,Scoring,Back slitting parts.,Scoring,410-scoring,497,,497,0,Released,Sales Order #13658043DM,,.3
6/24/2026,12110522083WO,,"Holmatro, Inc. : Holmatro USA",921.000.202 Rev002-1573,DECAL; NFPA TOOL 2024 (PENTHEON),4,Scoring,Back slitting parts,Scoring,410-scoring,1680,,1680,0,In Process,Sales Order #13657829DM,,.3
6/2/2026,12110522099WO,,Behlen Mfg. Co.,16881164-1436,DECAL; Poly Feeder (black),3,Scoring,Back slitting parts,Scoring,410-scoring,24,,24,0,Released,Sales Order #13657635DM,,0
6/23/2026,12110522146WO,000290CO,Toro Company,116-8724-1700,Control Panel Lazer Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,2200,,2200,0,In Process,,,.3
6/23/2026,12110522147WO,000290CO,Toro Company,125-2497-RevA-1700,HOC Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,4400,,4400,0,In Process,,,.5
6/23/2026,12110522148WO,000290CO,Toro Company,130-0731-RevA-1700,"Deflector Danger, (CE) Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,6600,,6600,0,In Process,,,.7
6/23/2026,12110522149WO,000290CO,Toro Company,130-9670-1700,"Warning, Deck Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,4400,,4400,0,In Process,,,.5
6/23/2026,12110522150WO,000290CO,Toro Company,132-0871-RevB-1700,Danger Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,3300,,3300,0,In Process,,,.4
6/23/2026,12110522151WO,000290CO,Toro Company,139-2391-RevA-1700,Panel Control Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,1100,,1100,0,In Process,,,.2
6/23/2026,12110522152WO,000290CO,Toro Company,146-5441-1700,Radius Logo Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,5500,,5500,0,In Process,,,.6
6/23/2026,12110522153WO,000290CO,Toro Company,146-6123-1700,Lazer Logo Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,2200,,2200,0,In Process,,,.3
7/3/2026,12110522142WO,,Toro Company,147-7364-1700,Hitch Decal RevB,5,Scoring,Back slitting parts,Scoring,410-scoring,2520,,2520,0,Released,,,.4
6/11/2026,12110522144WO,,Toro Company : The Toro Company,146-8664-1700,Red LED Panel Decal Rev1,4,Scoring,Score Selective adhesive for Application to Parts,Scoring,410-scoring,140,,140,0,In Process,,,.5
6/11/2026,12110522144WO,,Toro Company : The Toro Company,146-8664-1700,Red LED Panel Decal Rev1,6,Scoring,Scoring,Scoring,410-scoring,140,,140,0,In Process,,,.2
6/12/2026,12110522167WO,000291CO,Toro Company,112-1770-1700,Z Master Deck Decal RevB,3,Scoring,Scoring,Scoring,410-scoring,880,,880,0,In Process,,,.1
6/12/2026,12110522168WO,000291CO,Toro Company,125-8214-1700,Toro Logo [2.46x1.63] Decal RevA,3,Scoring,Scoring,Scoring,410-scoring,704,,704,0,In Process,,,.1
6/12/2026,12110522169WO,000291CO,Toro Company,130-7575-1700,"Logo, LH Decal RevA",3,Scoring,Scoring,Scoring,410-scoring,176,,176,0,In Process,,,.1
6/12/2026,12110522170WO,000291CO,Toro Company,132-9307-1700,Service Deck [132-6931] Decal RevA,3,Scoring,Scoring,Scoring,410-scoring,176,,176,0,In Process,,,.1
6/12/2026,12110522171WO,000291CO,Toro Company,136-7952-1700,"Compliance, ROPS Decal RevB",3,Scoring,Scoring,Scoring,410-scoring,176,,176,0,In Process,,,.1
6/12/2026,12110522172WO,000291CO,Toro Company,138-3621-1700,"Recoil, LC185 Decal RevA",3,Scoring,Scoring,Scoring,410-scoring,968,,968,0,In Process,,,.2
6/12/2026,12110522173WO,000291CO,Toro Company : The Toro Company,146-8117-1700,Grandstand HDM Decal RevA,3,Scoring,Scoring,Scoring,410-scoring,176,,176,0,In Process,,,.1
6/12/2026,12110522174WO,000291CO,Toro Company,93-9529-1700,KG Value Decal RevA,3,Scoring,Scoring,Scoring,410-scoring,176,,176,0,In Process,,,.1
6/12/2026,12110522178WO,000291CO,Toro Company,145-3437-1700,Toro Logo Decal RevA,3,Scoring,Scoring,Scoring,410-scoring,176,,176,0,In Process,,,.1
6/29/2026,12110522181WO,,Toro Company,99-8936-1700,"Motion Control, (SYM) Decal RevB",4,Scoring,Back slitting parts,Scoring,410-scoring,9240,,9240,0,Released,,,.8
6/26/2026,12110522190WO,000292CO,Toro Company,109-6035-1700,Belt Routing Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,1128,,1128,0,Released,,,.2
6/26/2026,12110522191WO,000292CO,Toro Company,109-6036-1700,Anti-Scalp Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,4888,,4888,0,Released,,,.4
6/26/2026,12110522192WO,000292CO,Toro Company,119-9346-1700,Steering Arm Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,376,,376,0,Released,,,.2
6/26/2026,12110522193WO,000292CO,Toro Company,126-4345-1700,Patent TTCO.com Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,376,,376,0,Released,,,.2
6/26/2026,12110522194WO,000292CO,Toro Company,148-0870-1700,RZ-HD GT Trac Model Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,188,,188,0,Released,,,.1
6/26/2026,12110522195WO,000292CO,Toro Company,148-1160-1700,Model RZ-HD Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,1316,,1316,0,Released,,,.2
6/26/2026,12110522196WO,000292CO,Toro Company,99-7952-1700,Shifter Decal Rev-,4,Scoring,Scoring,Scoring,410-scoring,564,,564,0,Released,,,.2
6/29/2026,12110522201WO,000293CO,Toro Company,119-4701-1700,Warning [Console] Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,244,,244,0,In Process,,,.1
6/29/2026,12110522202WO,000293CO,Toro Company,119-4721-1700,Engage Cutter Wheel Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,244,,244,0,In Process,,,.1
6/29/2026,12110522203WO,000293CO,Toro Company,127-6115-1700,Control Panel Decal RevC,4,Scoring,Scoring,Scoring,410-scoring,244,,244,0,In Process,,,.1
6/29/2026,12110522204WO,000293CO,Toro Company : The Toro Company,127-6981-1700,"Valve, ON/OFF [Boom] Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,1830,,1830,0,In Process,,,.2
6/29/2026,12110522205WO,000293CO,Toro Company,132-7708-1700,"Lights, Horn Decal RevB",4,Scoring,Scoring,Scoring,410-scoring,244,,244,0,In Process,,,.1
6/29/2026,12110522206WO,000293CO,Toro Company,137-4871-1700,Service [22615] Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,244,,244,0,In Process,,,.1
6/29/2026,12110522207WO,000293CO,Toro Company,142-8235-1700,X-Series [Radius] - Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,244,,244,0,In Process,,,.1
6/29/2026,12110522208WO,000293CO,Toro Company : The Toro Company,146-8277-1700,Height of Cut Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,122,,122,0,In Process,,,.1
6/29/2026,12110522209WO,000293CO,Toro Company,147-8351-1700,Pin Storage Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,122,,122,0,In Process,,,.1
6/29/2026,12110522210WO,000293CO,RiverSide Integrated Solutions Inc,133-5472/66-1159-1668,"Regulatory, MRF-ME[RF2CAN] Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,732,,732,0,In Process,,,.1
6/29/2026,12110522211WO,000293CO,Toro Company : The Toro Company,163-1299-1700,Safety Decal Rev3,4,Scoring,Scoring,Scoring,410-scoring,122,,122,0,In Process,,,.1
6/10/2026,12110522228WO,,Wagner Spray Tech Corporation,2486325-Rev1-1472,"LABEL, FRONT COVER, PL855",4,Scoring,scoring-,Scoring,410-scoring,210,,210,0,Released,Sales Order #13658109DM,,.3
6/23/2026,12110522236WO,,Seats,702131-02-1675,"DECAL, RIDE ADJ.",4,Scoring,Back slitting parts,Scoring,410-scoring,900,,900,0,Released,,,.5
6/26/2026,12110522336WO,,Syntegon : Syntegon Packaging Technology Inc.,8-110-983-139-1689,FILM PATH DIAGRAM DOUBLE L->R,4,Scoring,Back slitting parts,Scoring,410-scoring,3,,3,0,In Process,Sales Order #13658120DM,,0
7/1/2026,12110522381WO,,"JLG Industries, Inc. : JLG Warehouse 4",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",5,Scoring,scoring-,Scoring,410-scoring,17,,17,0,Released,Sales Order #13657957DM,,.2
7/1/2026,12110522382WO,,"JLG Industries, Inc. : JLG Warehouse 11",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",5,Scoring,scoring-,Scoring,410-scoring,7,,7,0,Released,Sales Order #13657964DM,,.2
7/1/2026,12110522383WO,,"JLG Industries, Inc. : JLG Warehouse 1",1001169674-REV1-1334,"DECAL, JLG 100 X 285 MM RevD",4,Scoring,Back slit parts,Scoring,410-scoring,35,,35,0,Released,Sales Order #13657952DM,,.2
6/19/2026,12110522352WO,,Toro Company : The Toro Company,164-2716-Rev1-1700,Quick Stick Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,3825,,3825,0,In Process,,,.5
7/1/2026,12110522390WO,,"JLG Industries, Inc. : JLG Warehouse 22",1001299532-Rev2-1334,MPL JERRDAN DS,5,Scoring,scoring-,Scoring,410-scoring,96,,96,0,Released,Sales Order #13657968DM,,.1
7/1/2026,12110522391WO,,"JLG Industries, Inc. : JLG Warehouse 1",1703936-REV1-1334,"DECAL, DANGER ELECTROCUTION (CAN) RevD",5,Scoring,scoring-,Scoring,410-scoring,53,,53,0,Released,Sales Order #13657985DM,,.2
6/17/2026,12110522392WO,,"JLG Industries, Inc. : JLG Warehouse 894",1706306-REV1-1334,"DECAL,TIPOVER WARNING RevA",4,Scoring,Back slitting parts,Scoring,410-scoring,330,,330,0,Released,Sales Order #13657991DM,,.2
6/29/2026,12110522409WO,,MTS Systems : MTS Systems Corp - Bloomington,100-717-767 RevA-1634,OVERLAY-MTS EMA GEN2,5,Scoring,scoring-,Scoring,410-scoring,27,,27,0,Released,Sales Order #13658068DM,,.1
6/11/2026,12110522434WO,,Seats : Columbia Vehicle Group,1060098 Rev01-1675,"DECAL, TOW, 2000 LBS, EX/SC",4,Scoring,Back slitting parts,Scoring,410-scoring,340,,340,0,In Process,Sales Order #13658155DM,,.8
6/18/2026,12110522435WO,,Seats : Columbia Vehicle Group,761046-01-1675,"DECAL, PARKING BRAKE, EX",4,Scoring,Back slitting parts,Scoring,410-scoring,192,,192,0,In Process,Sales Order #13658155DM,,.3
6/18/2026,12110522440WO,,Tennant North America,4032615-1695,"LABEL, LOGO, 16.9L 4Color [ec-H2O] 4032615 Rev02 LEGACY p/n: 1064440 Rev02",6,Scoring,Back slitting parts,Scoring,410-scoring,105,,105,0,Released,Sales Order #13657420DM,,.1
6/17/2026,12110522441WO,,Seats : Columbia Vehicle Group,760768-1675,"OVERLAY, DASHBOARD, BC, SEP EX, LED",4,Scoring,Back slitting parts.,Scoring,410-scoring,27,,27,0,Released,Sales Order #13658161DM,,.1
6/29/2026,12110522442WO,,Custom Products,3-24244-1531,"Serial No. A-12445 Briggs & Stratton, Ferris Red Decal RevB",5,Scoring,Back slitting parts,Scoring,410-scoring,2754,,2754,0,Released,Sales Order #13658060DM,,.3
7/1/2026,12110522443WO,,Tennant North America,4211380-1695,"LABEL, WARNING Legacy p/n: 1261613 Rev00",4,Scoring,scoring-,Scoring,410-scoring,525,,525,0,Released,Sales Order #13658162DM,,1.1
6/26/2026,12110522449WO,,MTS Systems : MTS Systems Corp - Eden Prairie,100-270-053 RevA-1634,"LABEL-HAZARD,DO NOT PRESSURIZE",4,Scoring,scoring-,Scoring,410-scoring,263,,263,0,Released,Sales Order #13658096DM,,.4
6/30/2026,12110522469WO,,"Endries International, Inc.",50986-1548,"DECAL, CAUTION, KP HNDS OUT",4,Scoring,Back slitting parts.,Scoring,410-scoring,315,,315,0,Released,Sales Order #13658122DM,,.5
6/30/2026,12110522470WO,,"Endries International, Inc.",89919-1548,"DECAL, WARNING, STAND",4,Scoring,Back slitting parts.,Scoring,410-scoring,389,,389,0,Released,Sales Order #13658122DM,,.5
6/30/2026,12110522471WO,,"Endries International, Inc.",95590-1548,"DECAL, INSTRUCTION, TILT HCH",4,Scoring,scoring-,Scoring,410-scoring,20,,20,0,Released,Sales Order #13658122DM,,.4
6/30/2026,12110522472WO,,"Endries International, Inc.",81673-1548,"DECAL, SAFETY, HITCH",4,Scoring,Back slitting parts.,Scoring,410-scoring,550,,550,0,Released,Sales Order #13658122DM,,.5
6/29/2026,12110522473WO,,"Alamo Group Inc - IL : Schwarze Industries, LLC",69060-1738,"DECAL, SCISSOR LIFT GREASE LH",4,Scoring,scoring-,Scoring,410-scoring,263,,263,0,Released,Sales Order #13658174DM,,.2
6/29/2026,12110522474WO,,"Alamo Group Inc - IL : Schwarze Industries, LLC",69058-1738,"DECAL, SCISSOR LIFT GREASE RH",4,Scoring,scoring-,Scoring,410-scoring,263,,263,0,Released,Sales Order #13658174DM,,.2
6/18/2026,12110522475WO,,"Alamo Group Inc - IL : Schwarze Industries, LLC",71294-1738,SCHWARZE M6 AVALANCE SE,4,Scoring,scoring-,Scoring,410-scoring,79,,79,0,Released,Sales Order #13658175DM,,.1
6/18/2026,12110522487WO,,Seats : Columbia Vehicle Group,1064775-1675,"DECAL, CHARGER CORD",4,Scoring,scoring-,Scoring,410-scoring,160,,160,0,Released,Sales Order #13657995DM,,.4
6/9/2026,12110522506WO,,Genie Industries : Terex Global GmbH - Southaven,219974GT-REV1-1001,"DECAL, PCON, SUPER-X Z135, OS ITEM,",4,Scoring,SCOREFRONT-STRIPFRONT-SCOREAPPLY-,Scoring,100-scoreapply,56,,56,0,Released,Sales Order #13657888DM,,.8
6/9/2026,12110522506WO,,Genie Industries : Terex Global GmbH - Southaven,219974GT-REV1-1001,"DECAL, PCON, SUPER-X Z135, OS ITEM,",6,Scoring,scoring-,Scoring,410-scoring,56,,56,0,Released,Sales Order #13657888DM,,.1
5/22/2026,12110522659WO,,Ridge Tool Company,278113793-Rev02-1318,"LABEL, CLAMP SETUP INSTR.",4,Scoring,Back slitting parts,Scoring,410-scoring,128,,128,0,In Process,Sales Order #13656055DM,,.4
6/15/2026,12110522672WO,000294CO,Toro Company : The Toro Company,115-4212-RevB-1700,Hydro Tank Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,780,,780,0,In Process,,,.1
6/15/2026,12110522673WO,000294CO,Toro Company,115-4855-1700,Caution Decal RevC,4,Scoring,Scoring,Scoring,410-scoring,2340,,2340,0,In Process,,,.2
6/15/2026,12110522674WO,000294CO,Toro Company,115-7739-1700,No Riders (CE) Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,1300,,1300,0,In Process,,,.2
6/15/2026,12110522675WO,000294CO,Toro Company,120-4158-1700,"Console, Upper Decal RevB",4,Scoring,Scoring,Scoring,410-scoring,520,,520,0,In Process,,,.1
6/15/2026,12110522676WO,000294CO,Toro Company,120-6604-1700,"Warning, Deck Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,1040,,1040,0,In Process,,,.2
6/15/2026,12110522677WO,000294CO,Toro Company,125-6139-1700,Lift/Tie Down Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,1040,,1040,0,In Process,,,.2
6/15/2026,12110522678WO,000294CO,Toro Company : The Toro Company,127-0392-1700,Hot Surface Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,3120,,3120,0,In Process,,,.3
6/15/2026,12110522679WO,000294CO,Toro Company,138-2695-1700,Accessories Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,520,,520,0,In Process,,,.1
6/15/2026,12110522680WO,000294CO,Toro Company,140-6767-1700,"Warning, DB Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,1040,,1040,0,In Process,,,.2
6/15/2026,12110522681WO,000294CO,Toro Company,163-1201-1700,"PR65, SPK ARR, TXT Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,2080,,2080,0,In Process,,,.2
6/26/2026,12110522693WO,,RR Donnelley,4-2995-01RevA-1056,"LABEL, WARNING, AIR_PRESSURE, MDVXL, J",4,Scoring,Back slitting parts,Scoring,410-scoring,433,,433,0,Released,Sales Order #13658074DM,,.3
6/30/2026,12110522687WO,,Toro Company,147-2360-1700,HOC - Decal RevA,5,Scoring,Back slitting parts,Scoring,410-scoring,900,,900,0,Released,,,.3
6/30/2026,12110522688WO,,Toro Company,163-3167-1700,Control Panel Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,5600,,5600,0,Released,,,1.1
6/30/2026,12110522695WO,000295CO,Toro Company,105-1217-1700,Toro Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,444,,444,0,Released,,,.1
6/30/2026,12110522696WO,000295CO,Toro Company,140-7987-1700,"4000 Series, RH Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,666,,666,0,Released,,,.1
6/30/2026,12110522697WO,000295CO,Toro Company,144-0405-1700,"Panel, Control Decal RevA",4,Scoring,Scoring,Scoring,410-scoring,444,,444,0,Released,,,.1
6/30/2026,12110522698WO,000295CO,Toro Company,144-0437-1700,MYRIDE [RED] Decal RevB,4,Scoring,Scoring,Scoring,410-scoring,888,,888,0,Released,,,.2
6/30/2026,12110522699WO,000295CO,Toro Company,145-6979-1700,HDX PRO XL [RH] Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,666,,666,0,Released,,,.1
6/30/2026,12110522700WO,000295CO,Toro Company,145-8407-1700,2000 Series Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,666,,666,0,Released,,,.1
6/30/2026,12110522701WO,000295CO,Toro Company,163-7422-1700,Pro XL [LH] Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,444,,444,0,Released,,,.1
6/18/2026,12110522703WO,,Seats : Columbia Vehicle Group,1062153-1675,"DECAL, 25 MPH VEHICLE, UT/JM/EM/EN",4,Scoring,Scoring,Scoring,410-scoring,53,,53,0,Released,Sales Order #13658155DM,,.2
6/30/2026,12110522704WO,,Toro Company,147-2866-1700,HOC Decal RevA,4,Scoring,Back slitting parts,Scoring,410-scoring,12600,,12600,0,Released,,,1.2
7/7/2026,12110522708WO,,Toro Company,147-2867-1700,HOC Decal RevA,4,Scoring,Back slitting parts,Scoring,410-scoring,6500,,6500,0,Released,,,1.1
6/18/2026,12110522713WO,,Toro Company,125-1102-1700,Throttle Decal RevA,4,Scoring,Scoring,Scoring,410-scoring,22050,,22050,0,In Process,,,.9
6/3/2026,12110522714WO,,Smarte Carte,126876RevA-1680,"PNL, 1072 RTRN, BCK,NU LOOK-22",4,Scoring,Back slitting parts,Scoring,410-scoring,24,,24,0,In Process,Sales Order #13657605DM,,.2
